"seqnames" "start" "end" "width" "strand"
"2316" "chr2" 96939901 96940073 173 "*"
"2317" "chr2" 96971308 96991061 19754 "*"
"2318" "chr2" 96994092 97001483 7392 "*"
"2319" "chr2" 97041275 97163382 122108 "*"
"2320" "chr2" 97173847 97202463 28617 "*"
"2321" "chr2" 97218372 97258891 40520 "*"
"2322" "chr2" 97304117 97308573 4457 "*"
"2323" "chr2" 97370625 97371666 1042 "*"
"2324" "chr2" 97405814 97426638 20825 "*"
"2325" "chr2" 97477629 97481990 4362 "*"
"2326" "chr2" 97501122 97503650 2529 "*"
"2327" "chr2" 97509759 97513723 3965 "*"
"2328" "chr2" 97523757 97525472 1716 "*"
"2329" "chr2" 97535736 97541618 5883 "*"
"2330" "chr2" 97652302 97749322 97021 "*"
"2331" "chr2" 97760583 97779232 18650 "*"
"2332" "chr2" 97930258 98109129 178872 "*"
"2333" "chr2" 98206429 98262520 56092 "*"
"2334" "chr2" 98264658 98272401 7744 "*"
"2335" "chr2" 98280562 98286205 5644 "*"
"2336" "chr2" 98319530 98330030 10501 "*"
"2337" "chr2" 98356324 98372800 16477 "*"
"2338" "chr2" 98612355 98703594 91240 "*"
"2339" "chr2" 98929411 98962617 33207 "*"
"2340" "chr2" 99015065 99061320 46256 "*"
"2341" "chr2" 99207497 99215785 8289 "*"
"2342" "chr2" 99224982 99225041 60 "*"
"2343" "chr2" 99234978 99235568 591 "*"
"2344" "chr2" 99347590 99410308 62719 "*"
"2345" "chr2" 99552685 99613723 61039 "*"
"2346" "chr2" 100016729 100016937 209 "*"
"2347" "chr2" 100106481 100163715 57235 "*"
"2348" "chr2" 100759038 100889752 130715 "*"
"2349" "chr2" 100939196 101008321 69126 "*"
"2350" "chr2" 101034131 101086943 52813 "*"
"2351" "chr2" 101099743 101179417 79675 "*"
"2352" "chr2" 101193202 101436612 243411 "*"
"2353" "chr2" 101613288 101618690 5403 "*"
"2354" "chr2" 101767847 101869344 101498 "*"
"2355" "chr2" 101886779 101887683 905 "*"
"2356" "chr2" 101925179 101925911 733 "*"
"2357" "chr2" 101925997 101964815 38819 "*"
"2358" "chr2" 102003966 102013822 9857 "*"
"2359" "chr2" 102091166 102314164 222999 "*"
"2360" "chr2" 102511153 102608305 97153 "*"
"2361" "chr2" 102644885 102686835 41951 "*"
"2362" "chr2" 102796335 102803432 7098 "*"
"2363" "chr2" 102855812 102927961 72150 "*"
"2364" "chr2" 103015218 103035253 20036 "*"
"2365" "chr2" 103069025 103089761 20737 "*"
"2366" "chr2" 103150432 103236165 85734 "*"
"2367" "chr2" 103327810 103333665 5856 "*"
"2368" "chr2" 103353348 103353393 46 "*"
"2369" "chr2" 103434139 104995307 1561169 "*"
"2370" "chr2" 105024791 105050804 26014 "*"
"2371" "chr2" 105129216 105363094 233879 "*"
"2372" "chr2" 105374178 105421882 47705 "*"
"2373" "chr2" 105467935 105471968 4034 "*"
"2374" "chr2" 105473472 105654482 181011 "*"
"2375" "chr2" 105716419 105858199 141781 "*"
"2376" "chr2" 105859925 105883539 23615 "*"
"2377" "chr2" 105946149 105954012 7864 "*"
"2378" "chr2" 105961985 105977282 15298 "*"
"2379" "chr2" 106055231 106209553 154323 "*"
"2380" "chr2" 106227017 106361519 134503 "*"
"2381" "chr2" 106510731 106682112 171382 "*"
"2382" "chr2" 106694610 106709758 15149 "*"
"2383" "chr2" 106810796 106998569 187774 "*"
"2384" "chr2" 107007852 107021135 13284 "*"
"2385" "chr2" 107084802 107418055 333254 "*"
"2386" "chr2" 107503564 108439519 935956 "*"
"2387" "chr2" 108443286 108443387 102 "*"
"2388" "chr2" 108509001 108602994 93994 "*"
"2389" "chr2" 108630444 108863650 233207 "*"
"2390" "chr2" 108881808 108905094 23287 "*"
"2391" "chr2" 108926372 108938693 12322 "*"
"2392" "chr2" 108970255 108994420 24166 "*"
"2393" "chr2" 109004271 109065576 61306 "*"
"2394" "chr2" 109125855 109150810 24956 "*"
"2395" "chr2" 109303703 109335936 32234 "*"
"2396" "chr2" 109402268 109403218 951 "*"
"2397" "chr2" 109492848 109510926 18079 "*"
"2398" "chr2" 109605829 109743783 137955 "*"
"2399" "chr2" 110262208 110300373 38166 "*"
"2400" "chr2" 110371784 110371910 127 "*"
"2401" "chr2" 110376565 110827537 450973 "*"
"2402" "chr2" 110827620 110841446 13827 "*"
"2403" "chr2" 110874144 110880913 6770 "*"
"2404" "chr2" 110962640 110969105 6466 "*"
"2405" "chr2" 110980517 111003214 22698 "*"
"2406" "chr2" 111024136 111132685 108550 "*"
"2407" "chr2" 111142114 111395408 253295 "*"
"2408" "chr2" 111435685 111490149 54465 "*"
"2409" "chr2" 111875800 111878490 2691 "*"
"2410" "chr2" 111926023 111965358 39336 "*"
"2411" "chr2" 112252693 112525213 272521 "*"
"2412" "chr2" 112641742 112656190 14449 "*"
"2413" "chr2" 112786946 112812799 25854 "*"
"2414" "chr2" 112876896 112895961 19066 "*"
"2415" "chr2" 112945792 112973438 27647 "*"
"2416" "chr2" 113012665 113033177 20513 "*"
"2417" "chr2" 113097641 113125945 28305 "*"
"2418" "chr2" 113192063 113239742 47680 "*"
"2419" "chr2" 113290223 113299491 9269 "*"
"2420" "chr2" 113334728 113342035 7308 "*"
"2421" "chr2" 113346851 113399406 52556 "*"
"2422" "chr2" 113401758 113403433 1676 "*"
"2423" "chr2" 113421401 113495443 74043 "*"
"2424" "chr2" 113522255 113531491 9237 "*"
"2425" "chr2" 113542972 113587336 44365 "*"
"2426" "chr2" 113594357 113670547 76191 "*"
"2427" "chr2" 113676459 113735605 59147 "*"
"2428" "chr2" 113743228 113763448 20221 "*"
"2429" "chr2" 113765622 113779667 14046 "*"
"2430" "chr2" 113810441 113816214 5774 "*"
"2431" "chr2" 113822321 113825546 3226 "*"
"2432" "chr2" 113833428 113856936 23509 "*"
"2433" "chr2" 113891594 113931559 39966 "*"
"2434" "chr2" 113960678 113973573 12896 "*"
"2435" "chr2" 114036499 114195267 158769 "*"
"2436" "chr2" 114253782 114256660 2879 "*"
"2437" "chr2" 114258728 114334958 76231 "*"
"2438" "chr2" 114336430 114341229 4800 "*"
"2439" "chr2" 114359154 114368815 9662 "*"
"2440" "chr2" 114384716 114384816 101 "*"
"2441" "chr2" 114400976 114471929 70954 "*"
"2442" "chr2" 114514401 114647510 133110 "*"
"2443" "chr2" 114719130 114735245 16116 "*"
"2444" "chr2" 114764888 115199898 435011 "*"
"2445" "chr2" 116602327 118572254 1969928 "*"
"2446" "chr2" 118589954 118673053 83100 "*"
"2447" "chr2" 118771740 118846049 74310 "*"
"2448" "chr2" 118867598 119599746 732149 "*"
"2449" "chr2" 119605760 119699744 93985 "*"
"2450" "chr2" 119752237 119913818 161582 "*"
"2451" "chr2" 119916472 119981383 64912 "*"
"2452" "chr2" 120023228 120060019 36792 "*"
"2453" "chr2" 120124405 120124503 99 "*"
"2454" "chr2" 120130123 120189445 59323 "*"
"2455" "chr2" 120196097 120197418 1322 "*"
"2456" "chr2" 120282029 120302007 19979 "*"
"2457" "chr2" 120414238 120436742 22505 "*"
"2458" "chr2" 120481192 120517206 36015 "*"
"2459" "chr2" 120742475 120770603 28129 "*"
"2460" "chr2" 120936698 120975046 38349 "*"
"2461" "chr2" 120980985 120997639 16655 "*"
"2462" "chr2" 121052287 121103718 51432 "*"
"2463" "chr2" 121109384 121221910 112527 "*"
"2464" "chr2" 121223926 121493198 269273 "*"
"2465" "chr2" 121750230 121974163 223934 "*"
"2466" "chr2" 122042779 122095351 52573 "*"
"2467" "chr2" 122407053 122407229 177 "*"
"2468" "chr2" 122494504 122513120 18617 "*"
"2469" "chr2" 122525429 124782863 2257435 "*"
"2470" "chr2" 125672864 127413510 1740647 "*"
"2471" "chr2" 127454252 127805598 351347 "*"
"2472" "chr2" 127864904 127941411 76508 "*"
"2473" "chr2" 127977655 128014865 37211 "*"
"2474" "chr2" 128051753 128056244 4492 "*"
"2475" "chr2" 128100806 128175995 75190 "*"
"2476" "chr2" 128186823 128238382 51560 "*"
"2477" "chr2" 128284088 128293377 9290 "*"
"2478" "chr2" 128395304 128395995 692 "*"
"2479" "chr2" 128439361 128458596 19236 "*"
"2480" "chr2" 128461408 128461807 400 "*"
"2481" "chr2" 128568762 128603839 35078 "*"
"2482" "chr2" 128615730 128619206 3477 "*"
"2483" "chr2" 128643515 128698790 55276 "*"
"2484" "chr2" 128785634 128848753 63120 "*"
"2485" "chr2" 128953250 129023053 69804 "*"
"2486" "chr2" 129076172 130680434 1604263 "*"
"2487" "chr2" 130691891 130724164 32274 "*"
"2488" "chr2" 130740312 130783571 43260 "*"
"2489" "chr2" 130808705 130831107 22403 "*"
"2490" "chr2" 130886796 130887195 400 "*"
"2491" "chr2" 130902708 130908964 6257 "*"
"2492" "chr2" 130948301 130949317 1017 "*"
"2493" "chr2" 130956035 131095815 139781 "*"
"2494" "chr2" 131099923 131100488 566 "*"
"2495" "chr2" 131104198 131113579 9382 "*"
"2496" "chr2" 131132983 131174325 41343 "*"
"2497" "chr2" 131186120 131220388 34269 "*"
"2498" "chr2" 131266809 131278666 11858 "*"
"2499" "chr2" 131285566 131349737 64172 "*"
"2500" "chr2" 131357252 131369105 11854 "*"
"2501" "chr2" 131415611 131437622 22012 "*"
"2502" "chr2" 131449263 131486642 37380 "*"
"2503" "chr2" 131487910 131513076 25167 "*"
"2504" "chr2" 131525708 131672785 147078 "*"
"2505" "chr2" 131804837 131805448 612 "*"
"2506" "chr2" 131851005 131862419 11415 "*"
"2507" "chr2" 132111283 132118064 6782 "*"
"2508" "chr2" 132121732 132160473 38742 "*"
"2509" "chr2" 132165802 132199733 33932 "*"
"2510" "chr2" 132202468 132233579 31112 "*"
"2511" "chr2" 132240508 132241532 1025 "*"
"2512" "chr2" 132250065 132250385 321 "*"
"2513" "chr2" 132279150 132285406 6257 "*"
"2514" "chr2" 132291240 132480063 188824 "*"
"2515" "chr2" 132524978 132552533 27556 "*"
"2516" "chr2" 132559235 132905163 345929 "*"
"2517" "chr2" 133015543 133174146 158604 "*"
"2518" "chr2" 133429071 133429371 301 "*"
"2519" "chr2" 134326032 134884695 558664 "*"
"2520" "chr2" 134884764 135011829 127066 "*"
"2521" "chr2" 135212193 135213329 1137 "*"
"2522" "chr2" 135525335 135596185 70851 "*"
"2523" "chr2" 135676177 135676391 215 "*"
"2524" "chr2" 135716916 135722272 5357 "*"
"2525" "chr2" 135805039 135809834 4796 "*"
"2526" "chr2" 135933965 135957573 23609 "*"
"2527" "chr2" 136288807 136289082 276 "*"
"2528" "chr2" 136482840 136499188 16349 "*"
"2529" "chr2" 136542634 136545414 2781 "*"
"2530" "chr2" 136594751 136597195 2445 "*"
"2531" "chr2" 136634048 136664253 30206 "*"
"2532" "chr2" 136743223 136871918 128696 "*"
"2533" "chr2" 136875726 137523114 647389 "*"
"2534" "chr2" 138435288 138721807 286520 "*"
"2535" "chr2" 138773935 139259349 485415 "*"
"2536" "chr2" 139330806 139426726 95921 "*"
"2537" "chr2" 139537812 139654893 117082 "*"
"2538" "chr2" 139656745 140988995 1332251 "*"
"2539" "chr2" 142889271 143635194 745924 "*"
"2540" "chr2" 143799886 143886898 87013 "*"
"2541" "chr2" 144525922 144703580 177659 "*"
"2542" "chr2" 145090084 145141941 51858 "*"
"2543" "chr2" 145278466 145425533 147068 "*"
"2544" "chr2" 145834292 147344624 1510333 "*"
"2545" "chr2" 147348559 148602085 1253527 "*"
"2546" "chr2" 149271045 149402559 131515 "*"
"2547" "chr2" 149545137 149632791 87655 "*"
"2548" "chr2" 149883274 149894980 11707 "*"
"2549" "chr2" 150071773 150186498 114726 "*"
"2550" "chr2" 150330660 150426146 95487 "*"
"2551" "chr2" 150444331 151324706 880376 "*"
"2552" "chr2" 151344210 152104727 760518 "*"
"2553" "chr2" 152118390 152126981 8592 "*"
"2554" "chr2" 152146431 152214105 67675 "*"
"2555" "chr2" 152236563 152266396 29834 "*"
"2556" "chr2" 152591002 152645591 54590 "*"
"2557" "chr2" 152685010 152689285 4276 "*"
"2558" "chr2" 152955594 152973314 17721 "*"
"2559" "chr2" 153032507 153191750 159244 "*"
"2560" "chr2" 153506349 153508106 1758 "*"
"2561" "chr2" 153573976 153574406 431 "*"
"2562" "chr2" 153617768 154333851 716084 "*"
"2563" "chr2" 154335323 154728425 393103 "*"
"2564" "chr2" 155313951 155555092 241142 "*"
"2565" "chr2" 155714865 157180943 1466079 "*"
"2566" "chr2" 157189288 157291964 102677 "*"
"2567" "chr2" 157470248 158114339 644092 "*"
"2568" "chr2" 158167914 158175124 7211 "*"
"2569" "chr2" 158184147 158271130 86984 "*"
"2570" "chr2" 158345474 158383278 37805 "*"
"2571" "chr2" 158485400 158592957 107558 "*"
"2572" "chr2" 158732375 158851690 119316 "*"
"2573" "chr2" 158992667 159023161 30495 "*"
"2574" "chr2" 159313266 159313475 210 "*"
"2575" "chr2" 159537941 159651828 113888 "*"
"2576" "chr2" 159719472 159825145 105674 "*"
"2577" "chr2" 160089171 160092303 3133 "*"
"2578" "chr2" 160143237 160175489 32253 "*"
"2579" "chr2" 160568947 160569009 63 "*"
"2580" "chr2" 160625085 160625138 54 "*"
"2581" "chr2" 160761268 160797259 35992 "*"
"2582" "chr2" 160919127 160958232 39106 "*"
"2583" "chr2" 161128400 161128661 262 "*"
"2584" "chr2" 161350319 161993465 643147 "*"
"2585" "chr2" 162092684 162164785 72102 "*"
"2586" "chr2" 162268229 162272619 4391 "*"
"2587" "chr2" 162281574 162355577 74004 "*"
"2588" "chr2" 162364414 162480844 116431 "*"
"2589" "chr2" 162841787 162848754 6968 "*"
"2590" "chr2" 162931053 162999378 68326 "*"
"2591" "chr2" 163008915 163027199 18285 "*"
"2592" "chr2" 163100046 163123588 23543 "*"
"2593" "chr2" 163175219 163200582 25364 "*"
"2594" "chr2" 163219149 163227916 8768 "*"
"2595" "chr2" 163695258 164464117 768860 "*"
"2596" "chr2" 164592514 165349322 756809 "*"
"2597" "chr2" 165478361 165541257 62897 "*"
"2598" "chr2" 165698679 165754708 56030 "*"
"2599" "chr2" 165812036 165944029 131994 "*"
"2600" "chr2" 166060578 166095911 35334 "*"
"2601" "chr2" 166248821 166326156 77336 "*"
"2602" "chr2" 166545918 166604312 58395 "*"
"2603" "chr2" 166651170 166713985 62816 "*"
"2604" "chr2" 166810349 166845669 35321 "*"
"2605" "chr2" 167005643 167051696 46054 "*"
"2606" "chr2" 167232498 167260082 27585 "*"
"2607" "chr2" 167350718 167744996 394279 "*"
"2608" "chr2" 168116262 168675181 558920 "*"
"2609" "chr2" 168727367 168810529 83163 "*"
"2610" "chr2" 169104106 169312758 208653 "*"
"2611" "chr2" 169642940 169643048 109 "*"
"2612" "chr2" 169721850 169727400 5551 "*"
"2613" "chr2" 169746945 169757749 10805 "*"
"2614" "chr2" 169766511 169779448 12938 "*"
"2615" "chr2" 169887834 169921298 33465 "*"
"2616" "chr2" 169952678 169983618 30941 "*"
"2617" "chr2" 170219123 170336005 116883 "*"
"2618" "chr2" 170382773 170386262 3490 "*"
"2619" "chr2" 170430425 170440849 10425 "*"
"2620" "chr2" 170494255 170501934 7680 "*"
"2621" "chr2" 170550932 170550963 32 "*"
"2622" "chr2" 170608397 170655321 46925 "*"
"2623" "chr2" 170681421 170684017 2597 "*"
"2624" "chr2" 170940640 171034654 94015 "*"
"2625" "chr2" 171511675 171568948 57274 "*"
"2626" "chr2" 171571078 171571856 779 "*"
"2627" "chr2" 171574499 171627603 53105 "*"
"2628" "chr2" 171634758 171673199 38442 "*"
"2629" "chr2" 171717660 171784947 67288 "*"
"2630" "chr2" 171823644 171847332 23689 "*"
"2631" "chr2" 172087825 172173912 86088 "*"
"2632" "chr2" 172341563 172378756 37194 "*"
"2633" "chr2" 172414644 172543918 129275 "*"
"2634" "chr2" 172606669 172639914 33246 "*"
"2635" "chr2" 172750817 172778934 28118 "*"
"2636" "chr2" 172848601 172864803 16203 "*"
"2637" "chr2" 172945588 172950207 4620 "*"
"2638" "chr2" 172954402 172964165 9764 "*"
"2639" "chr2" 172967479 173292081 324603 "*"
"2640" "chr2" 173371182 173420100 48919 "*"
"2641" "chr2" 173489824 173587917 98094 "*"
"2642" "chr2" 173917621 173940564 22944 "*"
"2643" "chr2" 174146765 174219560 72796 "*"
"2644" "chr2" 174233719 174771186 537468 "*"
"2645" "chr2" 174830431 174937174 106744 "*"
"2646" "chr2" 175113366 175190754 77389 "*"
"2647" "chr2" 175195371 175199820 4450 "*"
"2648" "chr2" 175202269 175212877 10609 "*"
"2649" "chr2" 175260444 175260456 13 "*"
"2650" "chr2" 175294304 175296299 1996 "*"
"2651" "chr2" 175351817 175424301 72485 "*"
"2652" "chr2" 175547628 175612322 64695 "*"
"2653" "chr2" 175629201 175664041 34841 "*"
"2654" "chr2" 175870108 175936977 66870 "*"
"2655" "chr2" 176032935 176040985 8051 "*"
"2656" "chr2" 176046491 176790409 743919 "*"
"2657" "chr2" 176867515 176944834 77320 "*"
"2658" "chr2" 176948691 176957531 8841 "*"
"2659" "chr2" 176960667 176964529 3863 "*"
"2660" "chr2" 176965489 176969249 3761 "*"
"2661" "chr2" 176974317 176981491 7175 "*"
"2662" "chr2" 176984671 176987412 2742 "*"
"2663" "chr2" 176989646 176994421 4776 "*"
"2664" "chr2" 176997424 176999568 2145 "*"
"2665" "chr2" 177001827 177015030 13204 "*"
"2666" "chr2" 177015141 177016112 972 "*"
"2667" "chr2" 177017950 177028804 10855 "*"
"2668" "chr2" 177037827 177037923 97 "*"
"2669" "chr2" 177055636 177134122 78487 "*"
"2670" "chr2" 177202754 177465707 262954 "*"
"2671" "chr2" 177465781 177494308 28528 "*"
"2672" "chr2" 177502303 178077421 575119 "*"
"2673" "chr2" 178088686 178095030 6345 "*"
"2674" "chr2" 178257420 178257470 51 "*"
"2675" "chr2" 178408565 178414880 6316 "*"
"2676" "chr2" 178417525 178479025 61501 "*"
"2677" "chr2" 178483695 178487976 4282 "*"
"2678" "chr2" 178973067 178977181 4115 "*"
"2679" "chr2" 178994383 179059207 64825 "*"
"2680" "chr2" 179672151 179694483 22333 "*"
"2681" "chr2" 179914787 179966418 51632 "*"
"2682" "chr2" 180129351 180306710 177360 "*"
"2683" "chr2" 180726233 180809603 83371 "*"
"2684" "chr2" 180871841 181845111 973271 "*"
"2685" "chr2" 181928151 182170319 242169 "*"
"2686" "chr2" 182170380 182321618 151239 "*"
"2687" "chr2" 182545393 182756471 211079 "*"
"2688" "chr2" 182795465 182850550 55086 "*"
"2689" "chr2" 182996110 183004761 8652 "*"
"2690" "chr2" 183387573 183580767 193195 "*"
"2691" "chr2" 183644751 183698004 53254 "*"
"2692" "chr2" 183731499 183789578 58080 "*"
"2693" "chr2" 183903587 183943286 39700 "*"
"2694" "chr2" 183964723 183984749 20027 "*"
"2695" "chr2" 184026409 185463092 1436684 "*"
"2696" "chr2" 185804215 186603354 799140 "*"
"2697" "chr2" 186698017 187350884 652868 "*"
"2698" "chr2" 187374088 187454789 80702 "*"
"2699" "chr2" 187545630 187558788 13159 "*"
"2700" "chr2" 187628513 187692206 63694 "*"
"2701" "chr2" 187713898 188206689 492792 "*"
"2702" "chr2" 188313022 188328957 15936 "*"
"2703" "chr2" 188419220 189156395 737176 "*"
"2704" "chr2" 189460653 189598464 137812 "*"
"2705" "chr2" 189654832 189839098 184267 "*"
"2706" "chr2" 189877473 189896640 19168 "*"
"2707" "chr2" 190044606 190306158 261553 "*"
"2708" "chr2" 190340265 190425315 85051 "*"
"2709" "chr2" 190448485 190526124 77640 "*"
"2710" "chr2" 190535558 190539218 3661 "*"
"2711" "chr2" 190611377 190611385 9 "*"
"2712" "chr2" 190630283 190634992 4710 "*"
"2713" "chr2" 190742356 190920425 178070 "*"
"2714" "chr2" 190927456 191002485 75030 "*"
"2715" "chr2" 191068211 191069359 1149 "*"
"2716" "chr2" 191184772 191208195 23424 "*"
"2717" "chr2" 191236392 191273080 36689 "*"
"2718" "chr2" 191367042 191371618 4577 "*"
"2719" "chr2" 191399469 191513847 114379 "*"
"2720" "chr2" 191557493 191745546 188054 "*"
"2721" "chr2" 191830271 191833761 3491 "*"
"2722" "chr2" 191878977 191894301 15325 "*"
"2723" "chr2" 192038903 192110106 71204 "*"
"2724" "chr2" 192290116 192542797 252682 "*"
"2725" "chr2" 192553249 192699031 145783 "*"
"2726" "chr2" 192712007 192813771 101765 "*"
"2727" "chr2" 193059645 193614570 554926 "*"
"2728" "chr2" 193641626 196521531 2879906 "*"
"2729" "chr2" 196933537 196998306 64770 "*"
"2730" "chr2" 197041228 197063976 22749 "*"
"2731" "chr2" 197457336 197504355 47020 "*"
"2732" "chr2" 197597531 197627755 30225 "*"
"2733" "chr2" 197664493 197669138 4646 "*"
"2734" "chr2" 197675001 197697727 22727 "*"
"2735" "chr2" 197792520 197831740 39221 "*"
"2736" "chr2" 198175522 198256697 81176 "*"
"2737" "chr2" 198299772 198318230 18459 "*"
"2738" "chr2" 198339852 198351307 11456 "*"
"2739" "chr2" 198418424 198435526 17103 "*"
"2740" "chr2" 198540585 198570027 29443 "*"
"2741" "chr2" 198573115 198591602 18488 "*"
"2742" "chr2" 198650939 198669425 18487 "*"
"2743" "chr2" 199014609 200134222 1119614 "*"
"2744" "chr2" 200337482 200625258 287777 "*"
"2745" "chr2" 200715897 200775978 60082 "*"
"2746" "chr2" 200792997 200793633 637 "*"
"2747" "chr2" 200828848 201170603 341756 "*"
"2748" "chr2" 201346987 201353683 6697 "*"
"2749" "chr2" 201374793 201390864 16072 "*"
"2750" "chr2" 201448819 201450730 1912 "*"
"2751" "chr2" 201536218 201560445 24228 "*"
"2752" "chr2" 201658942 201676268 17327 "*"
"2753" "chr2" 201688570 201717731 29162 "*"
"2754" "chr2" 201729468 201735678 6211 "*"
"2755" "chr2" 201753850 201754049 200 "*"
"2756" "chr2" 201768656 201774893 6238 "*"
"2757" "chr2" 201828425 201838440 10016 "*"
"2758" "chr2" 201936393 201936461 69 "*"
"2759" "chr2" 201950474 201980876 30403 "*"
"2760" "chr2" 202037412 202047620 10209 "*"
"2761" "chr2" 202094130 202098165 4036 "*"
"2762" "chr2" 202152435 202153146 712 "*"
"2763" "chr2" 202222122 202241929 19808 "*"
"2764" "chr2" 202316320 202316391 72 "*"
"2765" "chr2" 202345575 202352143 6569 "*"
"2766" "chr2" 202483906 202484906 1001 "*"
"2767" "chr2" 202508253 202509596 1344 "*"
"2768" "chr2" 202563418 202564985 1568 "*"
"2769" "chr2" 202645896 202655176 9281 "*"
"2770" "chr2" 202760274 202899309 139036 "*"
"2771" "chr2" 202903161 202937977 34817 "*"
"2772" "chr2" 203061887 203070902 9016 "*"
"2773" "chr2" 203103323 203130514 27192 "*"
"2774" "chr2" 203168385 203241049 72665 "*"
"2775" "chr2" 203432475 203499900 67426 "*"
"2776" "chr2" 203634481 203637872 3392 "*"
"2777" "chr2" 203736372 203745322 8951 "*"
"2778" "chr2" 203776950 203776977 28 "*"
"2779" "chr2" 203851061 203879601 28541 "*"
"2780" "chr2" 204091102 204103163 12062 "*"
"2781" "chr2" 204170564 204193002 22439 "*"
"2782" "chr2" 204296893 204298538 1646 "*"
"2783" "chr2" 204400059 204571197 171139 "*"
"2784" "chr2" 204603637 204732510 128874 "*"
"2785" "chr2" 204738684 204801470 62787 "*"
"2786" "chr2" 204826299 205410515 584217 "*"
"2787" "chr2" 206484887 206547223 62337 "*"
"2788" "chr2" 206662858 206858444 195587 "*"
"2789" "chr2" 206950907 206980296 29390 "*"
"2790" "chr2" 206981297 206987802 6506 "*"
"2791" "chr2" 207024244 207024317 74 "*"
"2792" "chr2" 207027654 207040041 12388 "*"
"2793" "chr2" 207082772 207139522 56751 "*"
"2794" "chr2" 207179149 207308367 129219 "*"
"2795" "chr2" 207485855 207507141 21287 "*"
"2796" "chr2" 207514174 207516344 2171 "*"
"2797" "chr2" 207583121 207598941 15821 "*"
"2798" "chr2" 207630051 207630111 61 "*"
"2799" "chr2" 207660912 207804277 143366 "*"
"2800" "chr2" 207834199 207938861 104663 "*"
"2801" "chr2" 208031971 208394615 362645 "*"
"2802" "chr2" 208490066 208576263 86198 "*"
"2803" "chr2" 208620897 208627309 6413 "*"
"2804" "chr2" 208634144 208686011 51868 "*"
"2805" "chr2" 208890285 208983852 93568 "*"
"2806" "chr2" 209028298 209030070 1773 "*"
"2807" "chr2" 209054774 209100952 46179 "*"
"2808" "chr2" 209119807 209119956 150 "*"
"2809" "chr2" 209120919 209130990 10072 "*"
"2810" "chr2" 209223476 209224568 1093 "*"
"2811" "chr2" 209704819 210288770 583952 "*"
"2812" "chr2" 210598835 210636716 37882 "*"
"2813" "chr2" 210864025 210867288 3264 "*"
"2814" "chr2" 211036052 211052715 16664 "*"
"2815" "chr2" 211090216 211154867 64652 "*"
"2816" "chr2" 211179896 211295972 116077 "*"
"2817" "chr2" 211341500 211342405 906 "*"
"2818" "chr2" 211543832 212240441 696610 "*"
"2819" "chr2" 213403353 213790980 387628 "*"
"2820" "chr2" 213791061 213864410 73350 "*"
"2821" "chr2" 214016334 214141276 124943 "*"
"2822" "chr2" 214148930 214149102 173 "*"
"2823" "chr2" 215275226 215276460 1235 "*"
"2824" "chr2" 215440654 215593274 152621 "*"
"2825" "chr2" 215674429 215796265 121837 "*"
"2826" "chr2" 216003152 216176678 173527 "*"
"2827" "chr2" 216214497 216225178 10682 "*"
"2828" "chr2" 216300792 216476285 175494 "*"
"2829" "chr2" 216708260 216807313 99054 "*"
"2830" "chr2" 216946540 216946588 49 "*"
"2831" "chr2" 216967507 216974019 6513 "*"
"2832" "chr2" 217071017 217081611 10595 "*"
"2833" "chr2" 217084916 217122584 37669 "*"
"2834" "chr2" 217236751 217277136 40386 "*"
"2835" "chr2" 217347775 217363519 15745 "*"
"2836" "chr2" 217366189 217498126 131938 "*"
"2837" "chr2" 217529159 217536827 7669 "*"
"2838" "chr2" 217560273 217724181 163909 "*"
"2839" "chr2" 217724783 218148745 423963 "*"
"2840" "chr2" 218621317 218664511 43195 "*"
"2841" "chr2" 218867719 218899656 31938 "*"
"2842" "chr2" 218955305 218990012 34708 "*"
"2843" "chr2" 219001977 219027567 25591 "*"
"2844" "chr2" 219031717 219081816 50100 "*"
"2845" "chr2" 219119072 219125737 6666 "*"
"2846" "chr2" 219128583 219128851 269 "*"
"2847" "chr2" 219134894 219135114 221 "*"
"2848" "chr2" 219211517 219221578 10062 "*"
"2849" "chr2" 219232818 219246751 13934 "*"
"2850" "chr2" 219261618 219263060 1443 "*"
"2851" "chr2" 219270665 219283837 13173 "*"
"2852" "chr2" 219314249 219314973 725 "*"
"2853" "chr2" 219433085 219433302 218 "*"
"2854" "chr2" 219461159 219472487 11329 "*"
"2855" "chr2" 219501910 219502639 730 "*"
"2856" "chr2" 219524356 219524378 23 "*"
"2857" "chr2" 219528167 219528586 420 "*"
"2858" "chr2" 219567441 219575567 8127 "*"
"2859" "chr2" 219620139 219646471 26333 "*"
"2860" "chr2" 219680017 219687105 7089 "*"
"2861" "chr2" 219696513 219724545 28033 "*"
"2862" "chr2" 219738955 219745254 6300 "*"
"2863" "chr2" 219758652 219824349 65698 "*"
"2864" "chr2" 219826878 219841005 14128 "*"
"2865" "chr2" 219842645 219845808 3164 "*"
"2866" "chr2" 219850380 219854911 4532 "*"
"2867" "chr2" 219858128 219866366 8239 "*"
"2868" "chr2" 219866431 219866936 506 "*"
"2869" "chr2" 219906274 219919141 12868 "*"
"2870" "chr2" 219925239 219940045 14807 "*"
"2871" "chr2" 220034818 220036618 1801 "*"
"2872" "chr2" 220042733 220042938 206 "*"
"2873" "chr2" 220050198 220071505 21308 "*"
"2874" "chr2" 220074374 220074487 114 "*"
"2875" "chr2" 220094362 220094478 117 "*"
"2876" "chr2" 220101392 220101502 111 "*"
